"IEA# (click for add'l info)","Inclusion","Signature Year","Signature Date","Date IEA entered into force","Treaty Name","Treaty Text","Members","Agreement Type (level 2)","Lineage","Sequence in lineage","Data","Articles, etc.","Secretariat","UNEP Info"
"2644","MEA","1952","1952-11-07","1952-12-09","Amendment To The Agreement For The Establishment Of The Indo-Pacific Fisheries Council","Treaty Text**","Members","Amendment","Asian Pacific Fisheries","100.010","Data","Lit","APFIC Secretariat",""
"124","BEA","1952","1952-12-25","","Convention Between The USSR And Romania Concerning Measures To Prevent Floods And To Regulate The Water Regime Of The River Prut","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"8441","BEA","1953","1949-05-31","1953-01-05","Exchange of notes constituting an agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Egypt regarding the construction of the Owen Falls Dam in Uganda","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"1861","BuA","1953","1953-01-21","","Exchange Of Notes Constituting An Agreement Between Great Britain And Portugal Providing For The Portuguese Participation In The Shire Valley","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"125","BEA","1953","1953-03-02","1953-10-28","Convention For The Preservation Of The Halibut Fishery Of The Northern Pacific Ocean And Bering Sea","Treaty Text**","Members","Agreement","North Pacific Halibut","400.000","Data","Lit","International Pacific Halibut Commission",""
"1862","BuA","1953","1953-03-12","","Interim Agreement On Reparation Concerning Salvage Of Sunken Vessels Between The Republic Of The Philippines And Japan","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"126","BEA","1953","1953-05-20","1953-05-20","Agreement Between Norway And Finland Regarding Fishing Regulations For The Fishing Area Of The Tana River","","Members","Agreement","Tana River Fishing","300.000","Data","Lit","Secretariat not yet identified",""
"127","BEA","1953","1953-06-04","","Agreement Between The Republic Of Syria And The Hashemite Kingdom Of Jordan Concerning The Utilization Of The Yarmuk Waters","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"4709","MEA","1953","1953-06-11","1954-01-01","Amendment to the Minimum Mesh Regulation for Haddock Fishery in sub-area 5 of the area covered by The International Convention For The Northwest Atlantic Fisheries","Treaty Text**","Members","Amendment","Northwest Atlantic Fisheries","100.020","Data","Lit","Northwest Atlantic Fisheries Organization",""
"1863","BuA","1953","1953-06-24","","Agreement On Survey Of The Sunken Vessels In The Philippine Waters","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"2645","MEA","1953","1953-06-26","1953-10-08","Amendments To The Schedule To The International Convention For The Regulation Of Whaling, Fifth Meeting","Treaty Text**","Members","Amendment","International Whaling","300.060","Data","Lit","International Whaling Commission",""
"3589","MNA","1953","1953-07-01","1954-09-29","Convention For The Establishment Of A European Organisation For Nuclear Research","Treaty Text**","Members","Agreement","European Organisation For Nuclear Research","100.000","Data","Lit","European Organisation For Nuclear Research",""
"3590","MNA","1953","1953-07-01","1954-09-29","Financial Protocol Annexed To The Convention For The Establishment Of A European Organisation For Nuclear Research","Treaty Text**","Members","Protocol","European Organisation For Nuclear Research","101.000","Data","Lit","European Organisation For Nuclear Research",""
"128","BNA","1953","1953-07-02","1956-02-17","Convention Between Italy And Switzerland Concerning Frontier Traffic And Grazing","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"2646","MEA","1953","1953-10-29","1955-06-09","Second Agreement Of San Salvador Establishing The International Regional Organization Of Animal And Plant Health","Treaty Text**","Members","Agreement","Organismo Internacional Regional De Sanidad Agropecuaria","100.000","Data","Lit","Organismo internacional regional de sanidad agropecuaria",""
"2647","MEA","1953","1953-10-29","1953-10-29","Protocol Modifying The International Convention For The Permanent Control Of Outbreak Areas Of The Red Locust","Treaty Text**","Members","Protocol","Locusts","401.000","Data","Lit","International Red Locust Control Organization for Central and Southern Africa",""
"1864","BEA","1953","1953-11-12","","Exchange Of Notes Constituting An Agreement Between The United States And Canada Relating To The Establishment Of The St Lawrence River Joint","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"2648","MEA","1953","1953-12-11","1954-06-12","Constitution Of The European Commission For The Control Of Foot And Mouth Disease","Treaty Text**","Members","Agreement","European Foot Mouth Disease","100.000","Data","Lit","European Commission for the Control of Foot and Mouth Disease",""
"129","BEA","1953","1953-12-30","1953-12-30","Agreement Between The United States of America And Chile Regarding A Program Of Reforestation And Dune Stabilization In Area Between Maule And Bio-Bio Rivers Soil And Water Conservation","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"3726","MuA","1954","1954-01-18","1958-05-30","Agreement For The Establishment Of The Commission For Technical Cooperation In Africa South Of The Sahara","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1865","BuA","1954","1954-01-20","1954-01-20","Exchange Of Notes Constituting An Agreement Between The Government Of The United Kingdom Of Great Britain And Northern Ireland And The Government Of The United States of America Regarding Technical Assistance For The Caribbean Area","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"3727","MuA","1954","1954-02-25","1955-02-01","Agreement On North Atlantic Ocean Stations","Treaty Text**","Members","Agreement","North Atlantic Ocean Stations","100.000","Data","Lit","International Civil Aviation Organization",""
"3728","MNA","1954","1954-04-05","1954-07-01","Agreement Relating To The Frequency Of Sessions Of The South Pacific Commission","Treaty Text**","Members","Amendment","South Pacific Commission","100.020","Data","Lit","Secretariat of the Pacific Community (formerly the South Pacific Commission)",""
"8457","BEA","1954","1954-04-10","","Treaty between the Swiss Confederation and the Republic of Austria for the regulation of the Rhine from the mouth of the Ill to Lake Constance","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"1866","BEA","1954","1954-04-16","1954-05-16","Agreement Between The Czechoslovak Republic And The Hungarian People's Republic Concerning The Settlement Of Technical And Economic Questions Relating To Frontier Watercourses","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1867","BuA","1954","1954-04-25","","Agreement On The Kosi Project","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"2649","BEA","1954","1954-04-29","1956-02-24","Protocol Concerning Amendments To Paragraph 2 (for the Implementation) Of The Agreement between the Government of the Union of Soviet Socialist Republics and the Government of Finland Concerning The Regulation Of Lake Inari By Means Of The Niskakoski Control Dam","","Members","Protocol","Lake Inari","101.000","Data","Lit","Secretariat not yet identified",""
"1868","BuA","1954","1954-05-03","1954-05-03","Exchange Of Notes Constituting An Agreement Between The United States of America And Canada Relating To A Loran Navigation Station On Cape Christian, Baffin Island","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"2650","MEA","1954","1954-05-12","1958-07-26","International Convention For The Prevention Of Pollution Of The Sea By Oil","Treaty Text**","Members","Agreement","MARPOL","100.000","Data","Lit","International Maritime Organization (IMO)","UNEP Info"
"3729","MuA","1954","1954-05-14","1956-08-07","Convention For The Protection Of Cultural Property In The Event Of Armed Conflict","Treaty Text**","Members","Agreement","Not Yet Assigned","100.000","","","UNESCO Legal Protection for Cultural Heritage",""
"3730","MuA","1954","1954-05-14","1956-08-07","Protocol To The Convention For The Protection Of Cultural Property In The Event Of Armed Conflict","Treaty Text**","Members","Protocol","Not Yet Assigned","100.000","","","UNESCO Legal Protection for Cultural Heritage",""
"3901","MuN","1954","1954-05-14","","Regulations For The Execution Of The Convention For The Protection Of Cultural Property In The Event Of Armed Conflict","Treaty Text**","Members","Resolution","Not Yet Assigned","100.000","","","UNESCO Legal Protection for Cultural Heritage",""
"130","BEA","1954","1954-05-24","1954-05-24","Agreement Between Australia And Japan On A Provisional Regime To Regulate Pearling By Japanese Nationals Pending The Final Decision Of The International Court Of Justice In The Dispute Concerning The Application To Japanese Nationals Of The Australian Pearl Fisheries Act 1952-1953","Treaty Text**","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"131","BEA","1954","1954-05-25","1955-01-15","Convention Between The Government Of The Federal People's Republic Of Yugoslavia And The Federal Government Of The Austrian Republic Concerning Water Economy Questions Relating To The Drava","","Members","Agreement","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1304","BEN","1954","1954-06-05","1954-06-05","Fowling Regulations Concerning Waterfowl Shooting On Untersee And Rhine In The Version Agreed Upon Between Baden-Wurttemberg And The Swiss Confederation On Behalf Of The Canton Of Thurgau","","Members","Resolution","Not Yet Assigned","100.000","","","Secretariat not yet identified",""
"1305","BEN","1954","1954-06-08","1954-06-08","Exchange Of Letters Concerning Article 17 Of The Codicil Of The Amendment To The Convention Concerning Fishing In The Bidassoa","","Members","Exchange of Notes","Bidassoa","401.050","Data","Lit","Secretariat not yet identified",""
"3731","MuA","1954","1954-06-14","1956-12-12","Protocol Amending Articles 48 (A), 49 (E) And 61 Of The Convention On International Civil Aviation","Treaty Text**","Members","Protocol","Not Yet Assigned","100.000","","","International Civil Aviation Organization",""
"132","BEA","1954","1954-07-14","","Agreement Between The Governments Of India And Nepal For The Construction Of Minor Irrigation Works And Water Supply Projects","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
